example,sample,context,filtered,numeral,noun,standard,expression,tung/rus,num_type,num_semantics,num_composite,noun_semantics,wo,mass_noun,comment,nonstandard_speaker,pob,sex,edu,lang,speaker,yob,text,collection,all
"Ну лет {{70,}} наверное, ему было, ... наверное ...",large_sample,лет семьдесят,,семьдесят,лет,standard,gen_pl,rus,main,c_round,,time,noun_num,other,,standard,Dudi,F,higher?,Ulcha,nao,1955,SluchajDedVadjakaVozilNaChajachijOstrov (nao) [2020],online-corpus_202104,"[pob: Dudi; gender: F; edu: higher?; lng: Ulcha; speaker: nao; yob: 1955] Ну лет {{70,}} наверное, ему было, ... наверное ..."
"Раньше-то ничего\ было, в {{семьдесят\}} лет",,семьдесят лет,,семьдесят,лет,standard,gen_pl,rus,main,c_round,,time,num_noun,other,,nonstandard,Dada,F,primary,Nanai,fna,1930,Razgovory2 (fna) [2015],online-corpus_202104,"[pob: Dada; gender: F; edu: primary; lng: Nanai; speaker: fna; yob: 1930] Раньше-то ничего\ было, в {{семьдесят\}} лет"
День {{два}} даже пью/ - всё\ больше не пью\,excluded,excluded,,,,,,,,,,,,,,,Sorgolj camp,F,primary,Nanai,vsg,1932,Medvezhatina (vsg) [2012],online-corpus_202104,[pob: Sorgolj camp; gender: F; edu: primary; lng: Nanai; speaker: vsg; yob: 1932] День {{два}} даже пью/ - всё\ больше не пью\
Если у меня этот дом {{76}} квадратов,large_sample,семьдесят шесть квадратов,,семьдесят шесть,квадратов,standard,gen_pl,rus,main,e_more,,measure,num_noun,other,,standard,Kolchom,F,secondary (specialized),Ulcha,ttr,1959,BioStaryjDom (ttr) [2020],online-corpus_202104,[pob: Kolchom; gender: F; edu: secondary (specialized); lng: Ulcha; speaker: ttr; yob: 1959] Если у меня этот дом {{76}} квадратов
{{Сорок}} лет не видели людей. (...),large_sample,сорок лет,,сорок,лет,standard,gen_pl,rus,main,c_round,,time,num_noun,other,,standard,Sikachi-Aljan,F,secondary,Nanai,eim,1927,starovery (eim) [2011],online-corpus_202104,[pob: Sikachi-Aljan; gender: F; edu: secondary; lng: Nanai; speaker: eim; yob: 1927] \n [eim] {{Сорок}} лет не видели людей. (...)
"Так, как жили {{сорок}} лет прожили.",large_sample,сорок лет,,сорок,лет,standard,gen_pl,rus,main,c_round,,time,num_noun,other,,standard,Sikachi-Aljan,F,secondary,Nanai,eim,1927,starovery (eim) [2011],online-corpus_202104,"[pob: Sikachi-Aljan; gender: F; edu: secondary; lng: Nanai; speaker: eim; yob: 1927] Так, как жили {{сорок}} лет прожили."
"] [ttr (?)] Лет {{сорок}}, да",large_sample,лет сорок,,сорок,лет,standard,gen_pl,rus,main,c_round,,time,noun_num,other,,standard,Kolchom,F,secondary (specialized),Ulcha,ttr(?),1959,SluchajShamaniliNaUxte (mav) [2020],online-corpus_202104,"[speaker: ttr (?)] \n [ttr (?)] Лет {{сорок}}, да"
"А у меня стооолько георгин, наверное, сортов двенадцать-пятнадцать было",,сортов двенадцать-пятнадцать,,двенадцать,сортов,standard,gen_pl,rus,main,d_eleven-nineteen,,other,noun_num,other,,nonstandard,Achan,F,secondary,Nanai,rchk,1942,gld_rchk_110807_so_o sebe3-rus_16022021_KL.eaf,elan_pract_202102,
"Да\ на {{девять\}} дней, на {{сорок\}} дней делают",,сорок дней,,сорок,дней,standard,gen_pl,rus,main,c_round,,time,num_noun,other,,nonstandard,Achan,F,secondary,Nanai,rchk,1942,Poxorony (rchk) [2011],online-corpus_202104,"[pob: Achan; gender: F; edu: secondary; lng: Nanai; speaker: rchk; yob: 1942] \n [rchk] Да\ на {{девять\}} дней, на {{сорок\}} дней делают"
{{Сорок}} лет уже,,сорок лет,,сорок,лет,standard,gen_pl,rus,main,c_round,,time,num_noun,other,,nonstandard,Kolchom,F,higher,Ulcha,vas,1933,BioSobaka&Varia (vas) [2019],online-corpus_202104,[pob: Kolchom; gender: F; edu: higher; lng: Ulcha; speaker: vas; yob: 1933] {{Сорок}} лет уже
Ему сорок пять лет,,сорок пять лет,,сорок пять,лет,standard,gen_pl,rus,main,e_more,,time,num_noun,other,,nonstandard,Achan,F,secondary,Nanai,rchk,1942,gld_rchk_110807_so_Kazama-rus_20210220_ek.eaf,elan_pract_202102,
Ему не дашь сорок пять лет,,сорок пять лет,,сорок пять,лет,standard,gen_pl,rus,main,e_more,,time,num_noun,other,,nonstandard,Achan,F,secondary,Nanai,rchk,1942,gld_rchk_110807_so_Kazama-rus_20210220_ek.eaf,elan_pract_202102,
"Лет сорок пять с лишним, наверное",,лет сорок пять с лишним,,сорок пять,лет,standard,gen_pl,rus,main,e_more,,time,noun_num,other,,nonstandard,Achan,F,secondary,Nanai,rchk,1942,gld_rchk_110807_ns_ShamanyVOkrestnostjax_rus_022021_GP.eaf,elan_pract_202102,
"Ему вот 47 лет, он у меня больной",,сорок семь лет,,сорок семь,лет,standard,gen_pl,rus,main,e_more,,time,num_noun,other,,nonstandard,Achan,F,secondary,Nanai,rchk,1942,gld_rchk_110807_so_o sebe1-rus_15022021_KL.eaf,elan_pract_202102,
Его же == он же в {{сорок}} {{четыре}} года умер,large_sample,сорок четыре года,,сорок четыре,года,standard,gen_sg,rus,paucal,e_more,,time,num_noun,other,,standard,Silchura camp,F,secondary (specialized),Ulcha,aap,1931,BioAleksandrDjatala2 (aap) [2020],online-corpus_202104,[pob: Silchura camp; gender: F; edu: secondary (specialized); lng: Ulcha; speaker: aap; yob: 1931] Его же == он же в {{сорок}} {{четыре}} года умер
"Там и ... там и знаешь/ {{сколько,}} и",excluded,excluded,,,,,,,,,,,,,,,Sorgolj camp,F,primary,Nanai,vsg,1932,Biografija1 (vsg) [2012],online-corpus_202104,"[pob: Sorgolj camp; gender: F; edu: primary; lng: Nanai; speaker: vsg; yob: 1932] \n [vsg] Там и ... там и знаешь/ {{сколько,}} и"
<НРЗБ> я тебе {{сто}} раз говорила,large_sample,сто раз,,сто,раз,standard,gen_pl,rus,main,c_round,,time,num_noun,other,,standard,Kolchom,F,secondary (specialized),Ulcha,mav,1955,RazgovoryKtoKakGovorit_ish (gkb&mav&laa) [2020],online-corpus_202104,[pob: Kolchom; gender: F; edu: secondary (specialized); lng: Ulcha; speaker: mav; yob: 1955] <НРЗБ> я тебе {{сто}} раз говорила
{{Сто}} раз менялся и все.,large_sample,сто раз,,сто,раз,standard,gen_pl,rus,main,c_round,,time,num_noun,other,,standard,Dzhonka,F,secondary (specialized),Nanai,nsz,1934,Avtobiografija (nsz) [2016],online-corpus_202104,[pob: Dzhonka; gender: F; edu: secondary (specialized); lng: Nanai; speaker: nsz; yob: 1934] {{Сто}} раз менялся и все.
"Конечно\ да, у нас/ {{дверь}} - ихняя\-то {{дверь}} сюда\",excluded,excluded,,,,,,,,,,,,,,,Sorgolj camp,F,primary,Nanai,vsg,1932,Biografija3 (vsg) [2012],online-corpus_202104,"[pob: Sorgolj camp; gender: F; edu: primary; lng: Nanai; speaker: vsg; yob: 1932] \n [vsg] Конечно\ да, у нас/ {{дверь}} - ихняя\-то {{дверь}} сюда\"
Один рыба стоит {{сто}} рублей\ ну\/,,сто рублей,,сто,рублей,standard,gen_pl,rus,main,c_round,,measure,num_noun,other,,nonstandard,Dada,F,primary,Nanai,fna,1930,BioRodstvenniki (fna) [2015],online-corpus_202104,[pob: Dada; gender: F; edu: primary; lng: Nanai; speaker: fna; yob: 1930] Один рыба стоит {{сто}} рублей\ ну\/
Я одних трехлитровых банок только сто банок закатываю на зиму,,сто банок,,сто,банок,standard,gen_pl,rus,main,c_round,,other,num_noun,other,,nonstandard,Achan,F,secondary,Nanai,rchk,1942,gld_rchk_110807_so_o sebe3-rus_16022021_KL.eaf,elan_pract_202102,
Меня на улице\ род= {{пятнадцатого}} апреля под амбаром\,excluded,excluded,,,,,,,,,,,,,,,Sorgolj camp,F,primary,Nanai,vsg,1932,MatjRodilaPodAmbarom (vsg) [2011],online-corpus_202104,[pob: Sorgolj camp; gender: F; edu: primary; lng: Nanai; speaker: vsg; yob: 1932] Меня на улице\ род= {{пятнадцатого}} апреля под амбаром\
Вот это вот {{столько\}} было,excluded,excluded,,,,,,,,,,,,,,,Sorgolj camp,F,primary,Nanai,vsg,1932,Medvezhatina (vsg) [2012],online-corpus_202104,[pob: Sorgolj camp; gender: F; edu: primary; lng: Nanai; speaker: vsg; yob: 1932] Вот это вот {{столько\}} было
Третий == {{восемь\}},excluded,excluded,,,,,,,,,,,,,,,Sorgolj camp,F,primary,Nanai,vsg,1932,DedPoshelNaOxotu (vsg) [2015],online-corpus_202104,[pob: Sorgolj camp; gender: F; edu: primary; lng: Nanai; speaker: vsg; yob: 1932] Третий == {{восемь\}}
"Гладиолусов у меня корней сто-сто два, всяких цветов",,корней сто,,сто,корней,standard,gen_pl,rus,main,c_round,,other,noun_num,other,,nonstandard,Achan,F,secondary,Nanai,rchk,1942,gld_rchk_110807_so_o sebe3-rus_16022021_KL.eaf,elan_pract_202102,
Мы хоть {{сто}} килОметров\ будем грести,large&small_sample,сто километров,,сто,километров,standard,gen_pl,rus,main,c_round,,measure,num_noun,other,,nonstandard,Sorgolj camp,F,primary,Nanai,vsg,1932,SkazkiVOmorochke (vsg) [2011],online-corpus_202104,[pob: Sorgolj camp; gender: F; edu: primary; lng: Nanai; speaker: vsg; yob: 1932] Мы хоть {{сто}} килОметров\ будем грести
Тем более на будущий год будет {{сто}} {{пятьдесят}} лет/ Кольчему,large_sample,сто пятьдесят лет,,сто пятьдесят,лет,standard,gen_pl,rus,main,c_round,,time,num_noun,other,,standard,Kolchom,F,secondary (specialized),Ulcha,gnv,1954,SluchajSMedvedem (gnv) [2017],online-corpus_202104,[pob: Kolchom; gender: F; edu: secondary (specialized); lng: Ulcha; speaker: gnv; yob: 1954] Тем более на будущий год будет {{сто}} {{пятьдесят}} лет/ Кольчему
Ну или как я делала {{сто}} {{пятьдесят}} лет Кольчому,large_sample,сто пятьдесят лет,,сто пятьдесят,лет,standard,gen_pl,rus,main,c_round,,time,num_noun,other,,standard,Kolchom,F,secondary (specialized),Ulcha,mav,1955,RazgovoryKtoKakGovorit_ish (gkb&mav&laa) [2020],online-corpus_202104,[pob: Kolchom; gender: F; edu: secondary (specialized); lng: Ulcha; speaker: mav; yob: 1955] Ну или как я делала {{сто}} {{пятьдесят}} лет Кольчому
Ну может быть {{одиннадцать\/}},excluded,excluded,,,,,,,,,,,,,,,Sorgolj camp,F,primary,Nanai,vsg,1932,Biografija3 (vsg) [2012],online-corpus_202104,[pob: Sorgolj camp; gender: F; edu: primary; lng: Nanai; speaker: vsg; yob: 1932] Ну может быть {{одиннадцать\/}}
Нееет\ {ПЕРЕКЛ: šəpəriktə}/ это ... ой\ как его... тут у на= у меня вона\ растет {{много.}},excluded,excluded,,,,,,,,,,,,,,,Sorgolj camp,F,primary,Nanai,vsg,1932,Lekarstva2 (vsg) [2012],online-corpus_202104,[pob: Sorgolj camp; gender: F; edu: primary; lng: Nanai; speaker: vsg; yob: 1932] Нееет\ {ПЕРЕКЛ: šəpəriktə}/ это ... ой\ как его... тут у на= у меня вона\ растет {{много.}}
Это {{два}} ... год тому назад пошла пенсий получать\,excluded,excluded,,,,,,,,,,,,,,,Sorgolj camp,F,primary,Nanai,vsg,1932,Klad (vsg) [2012],online-corpus_202104,[pob: Sorgolj camp; gender: F; edu: primary; lng: Nanai; speaker: vsg; yob: 1932] Это {{два}} ... год тому назад пошла пенсий получать\
<НРЗБ> тоже это {{сто}} {{пятьдесят}} лет есть,large_sample,сто пятьдесят лет,,сто пятьдесят,лет,standard,gen_pl,rus,main,c_round,,time,num_noun,other,,standard,Kolchom,F,secondary (specialized),Ulcha,mav,1955,RazgovoryKtoKakGovorit_ish (gkb&mav&laa) [2020],online-corpus_202104,[pob: Kolchom; gender: F; edu: secondary (specialized); lng: Ulcha; speaker: mav; yob: 1955] <НРЗБ> тоже это {{сто}} {{пятьдесят}} лет есть
Ей ... сказали/ ей {{сто}} {{четыре}} года\,large_sample,сто четыре года,,сто четыре,года,standard,gen_sg,rus,paucal,e_more,,time,num_noun,other,,standard,Sikachi-Aljan,F,secondary,Nanai,eim,1927,Predki (eim) [2011],online-corpus_202104,[pob: Sikachi-Aljan; gender: F; edu: secondary; lng: Nanai; speaker: eim; yob: 1927] Ей ... сказали/ ей {{сто}} {{четыре}} года\
Ааа иии тоже в= за {{тридевять}} земель\ где-то находится,large_sample,тридевять земель,,тридевять,земель,standard,gen_pl,rus,main,e_more,,other,num_noun,other,,standard,Kondon,F,higher,Nanai,lfs,1954,OTsareSaltane (lfs) [2011],online-corpus_202104,[pob: Kondon; gender: F; edu: higher; lng: Nanai; speaker: lfs; yob: 1954] Ааа иии тоже в= за {{тридевять}} земель\ где-то находится
Хотя бы... Сколько... Лет тридцать назад,large_sample,лет тридцать,,тридцать,лет,standard,gen_pl,rus,main,c_round,,time,noun_num,other,,standard,Sjain,F,secondary,Bikin,avk,1956,gldbk_avk_110804_biografia_rus_210219_iv.eaf,elan_pract_202102,
А тут {{дверь\}},excluded,excluded,,,,,,,,,,,,,,,Sorgolj camp,F,primary,Nanai,vsg,1932,Biografija3 (vsg) [2012],online-corpus_202104,[pob: Sorgolj camp; gender: F; edu: primary; lng: Nanai; speaker: vsg; yob: 1932] \n [vsg] А тут {{дверь\}}
Ну там... там ты думаешь {{мало/?}},excluded,excluded,,,,,,,,,,,,,,,Sorgolj camp,F,primary,Nanai,vsg,1932,SundukVNevode (vsg) [2011],online-corpus_202104,[pob: Sorgolj camp; gender: F; edu: primary; lng: Nanai; speaker: vsg; yob: 1932] Ну там... там ты думаешь {{мало/?}}
"Ну, где-то штук {{тридцать}}, наверно, сазана",large_sample,штук тридцать,,тридцать,штук,standard,gen_pl,rus,main,c_round,,measure,noun_num,other,,standard,Kondon,F,higher,Nanai,lfs,1954,Xalaty (lfs) [2011],online-corpus_202104,"[pob: Kondon; gender: F; edu: higher; lng: Nanai; speaker: lfs; yob: 1954] Ну, где-то штук {{тридцать}}, наверно, сазана"
